Date,Year,Month,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Landing Count,Total Landed Weight
7/1/2017,2017,7,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,30,25860210
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,437,97888000
7/1/2017,2017,7,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,46,5943200
7/1/2017,2017,7,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
7/1/2017,2017,7,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,45,6583500
7/1/2017,2017,7,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,62,24876942
7/1/2017,2017,7,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B763,9,2880000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B744,90,56700000
7/1/2017,2017,7,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,2,275578
7/1/2017,2017,7,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,36,4947176
7/1/2017,2017,7,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,10,3968320
7/1/2017,2017,7,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Airbus,A359,48,21905316
7/1/2017,2017,7,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,3,433208
7/1/2017,2017,7,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A332,49,19660809
7/1/2017,2017,7,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,237,32655756
7/1/2017,2017,7,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,243,34992000
7/1/2017,2017,7,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A333,2,824528
7/1/2017,2017,7,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,31,26761901
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B789,1,425000
7/1/2017,2017,7,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,31,26722217
7/1/2017,2017,7,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B744,2,1306000
7/1/2017,2017,7,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,24,18312000
7/1/2017,2017,7,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,1633,233320486
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,30,12750000
7/1/2017,2017,7,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,B744,5,3260000
7/1/2017,2017,7,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,2,1304000
7/1/2017,2017,7,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B748,31,21142000
7/1/2017,2017,7,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A319,1,137789
7/1/2017,2017,7,Cathay Pacific,CX,Cathay Pacific,CX,Domestic,US,Passenger,Wide Body,Boeing,B773,1,554000
7/1/2017,2017,7,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,30,20460000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,8,1170400
7/1/2017,2017,7,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B744,14,9128000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,60,25500000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,1,470000
7/1/2017,2017,7,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B734,2,242000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,47,17860000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,1270,199661000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,7,2975000
7/1/2017,2017,7,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,62,8816276
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,32,12160000
7/1/2017,2017,7,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,287,44177100
7/1/2017,2017,7,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B733,82,9348000
7/1/2017,2017,7,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B744,31,19530000
7/1/2017,2017,7,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,27,14958000
7/1/2017,2017,7,Swiss International,LX,Swiss International,LX,International,Asia,Passenger,Wide Body,Boeing,B773,2,1048000
7/1/2017,2017,7,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A321,16,2744304
7/1/2017,2017,7,American Airlines,AA,American Airlines,AA,International,Asia,Passenger,Wide Body,Boeing,B789,1,425000
7/1/2017,2017,7,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ7,35,2628500
7/1/2017,2017,7,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E170,60,4510680
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B744,123,77490000
7/1/2017,2017,7,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A332,19,7561853
7/1/2017,2017,7,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,25,15841000
7/1/2017,2017,7,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,133,19363600
7/1/2017,2017,7,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,63,9216900
7/1/2017,2017,7,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,893,153149500
7/1/2017,2017,7,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B744,1,574000
7/1/2017,2017,7,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,121,17334931
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,82,11660236
7/1/2017,2017,7,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
7/1/2017,2017,7,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E170,993,74432301
7/1/2017,2017,7,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,83,12120700
7/1/2017,2017,7,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,14,2401280
7/1/2017,2017,7,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,185,25490780
7/1/2017,2017,7,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,12,7992000
7/1/2017,2017,7,Virgin America,VX,Virgin America,VX,International,US,Passenger,Narrow Body,Airbus,A321,63,11000178
7/1/2017,2017,7,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B738,17,2448000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1074,152654517
7/1/2017,2017,7,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A320,38,5529190
7/1/2017,2017,7,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,27,13284000
7/1/2017,2017,7,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,8,1075856
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,5,2310000
7/1/2017,2017,7,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,212,30145976
7/1/2017,2017,7,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ9,18,1351800
7/1/2017,2017,7,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,180,25920000
7/1/2017,2017,7,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,6,402000
7/1/2017,2017,7,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,62,34348000
7/1/2017,2017,7,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,74,40996000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,78,11091444
7/1/2017,2017,7,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,25,13850000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,51,28254000
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,84,31920000
7/1/2017,2017,7,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Passenger,Wide Body,Airbus,A332,9,3602352
7/1/2017,2017,7,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,89,13989700
7/1/2017,2017,7,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,5,646000
7/1/2017,2017,7,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,20,170000
7/1/2017,2017,7,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,1509,70923000
7/1/2017,2017,7,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B772,1,460000
7/1/2017,2017,7,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
7/1/2017,2017,7,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,8,1033600
7/1/2017,2017,7,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,224,31885422
6/1/2017,2017,6,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A320,39,5674695
6/1/2017,2017,6,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,16,7361664
6/1/2017,2017,6,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,30,13691790
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,62,9752600
6/1/2017,2017,6,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC10,1,374500
6/1/2017,2017,6,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B773,30,16620000
6/1/2017,2017,6,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,25,15834000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,28,11900000
6/1/2017,2017,6,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B744,1,574000
6/1/2017,2017,6,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,30,25886666
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,62,26350000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B789,2,850000
6/1/2017,2017,6,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,14,1808800
6/1/2017,2017,6,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,11,5170000
6/1/2017,2017,6,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Passenger,Wide Body,Airbus,A332,8,3234180
6/1/2017,2017,6,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B744,2,1260000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,1074,157126200
6/1/2017,2017,6,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,25,12300000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B763,2,640000
6/1/2017,2017,6,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,22,187000
6/1/2017,2017,6,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,319,54714242
6/1/2017,2017,6,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ7,42,3154200
6/1/2017,2017,6,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,B763,44,14344000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B744,134,84420000
6/1/2017,2017,6,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,14,9324000
6/1/2017,2017,6,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,283,18961000
6/1/2017,2017,6,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A346,30,17129910
6/1/2017,2017,6,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,29,12325000
6/1/2017,2017,6,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000
6/1/2017,2017,6,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,191,27192888
6/1/2017,2017,6,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,28,2098796
6/1/2017,2017,6,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B733,78,8892000
6/1/2017,2017,6,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,95,13834100
6/1/2017,2017,6,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,27,3631014
6/1/2017,2017,6,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,62,9049000
6/1/2017,2017,6,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,7,4592000
6/1/2017,2017,6,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,B772,30,13800000
6/1/2017,2017,6,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,221,34763300
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,93,13224414
6/1/2017,2017,6,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,38,5559400
6/1/2017,2017,6,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,148,33152000
6/1/2017,2017,6,Virgin America,VX,Virgin America,VX,International,US,Passenger,Narrow Body,Airbus,A321,50,8730300
6/1/2017,2017,6,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ7,6,402000
6/1/2017,2017,6,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,45,5814000
6/1/2017,2017,6,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B738,7,1008000
6/1/2017,2017,6,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,26,17316000
6/1/2017,2017,6,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B734,1,121000
6/1/2017,2017,6,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,30,16620000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,18,2633400
6/1/2017,2017,6,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,13,5158816
6/1/2017,2017,6,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B748,30,20460000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,30,4133641
6/1/2017,2017,6,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,30,12235650
6/1/2017,2017,6,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,43,6256715
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B773,46,25484000
6/1/2017,2017,6,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,8,1024000
6/1/2017,2017,6,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,26,19838000
6/1/2017,2017,6,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A332,5,1988569
6/1/2017,2017,6,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,31,5317120
6/1/2017,2017,6,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,304,47049200
6/1/2017,2017,6,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,59,8631700
6/1/2017,2017,6,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B744,12,7824000
6/1/2017,2017,6,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,113,35685000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,271,120985000
6/1/2017,2017,6,Etihad Airways,EY,Etihad Airways,EY,International,Asia,Passenger,Wide Body,Boeing,B772,13,6396000
6/1/2017,2017,6,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B773,2,1108000
6/1/2017,2017,6,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,29,19778000
6/1/2017,2017,6,Swissport USA,,Swissport USA,,International,Europe,Freighter,Narrow Body,Boeing,B752,1,210000
6/1/2017,2017,6,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A333,13,5359432
6/1/2017,2017,6,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A332,17,6781416
6/1/2017,2017,6,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,30,25860210
6/1/2017,2017,6,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,9,603000
6/1/2017,2017,6,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000
6/1/2017,2017,6,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,26,3697148
6/1/2017,2017,6,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,27,3623400
6/1/2017,2017,6,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,185,20350000
6/1/2017,2017,6,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B739,57,8845100
6/1/2017,2017,6,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,334,66132000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,80,34000000
6/1/2017,2017,6,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,1614,230536049
6/1/2017,2017,6,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B738,202,29088000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,554,109692000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,28,10640000
6/1/2017,2017,6,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E170,265,19863605
6/1/2017,2017,6,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A346,30,17129910
6/1/2017,2017,6,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,41,5853267
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,3,1390000
6/1/2017,2017,6,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ9,19,1426900
6/1/2017,2017,6,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E170,81,6089418
6/1/2017,2017,6,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B789,13,5525000
6/1/2017,2017,6,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A333,13,5359432
6/1/2017,2017,6,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,73,40442000
6/1/2017,2017,6,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A333,3,1223565
6/1/2017,2017,6,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A332,47,18858327
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B764,1,350000
6/1/2017,2017,6,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,6,3324000
6/1/2017,2017,6,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,B748,26,19838000
6/1/2017,2017,6,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B772,1,492000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,50,19000000
6/1/2017,2017,6,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A343,28,11852036
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,1406,221093800
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,68,37672000
6/1/2017,2017,6,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,30,4127056
6/1/2017,2017,6,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B744,27,17010000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,4,585200
6/1/2017,2017,6,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B772,1,470000
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,30,4133643
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,328,73472000
6/1/2017,2017,6,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,338,25410164
6/1/2017,2017,6,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,19,10526000
6/1/2017,2017,6,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,50,3747850
6/1/2017,2017,6,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A333,13,5302115
6/1/2017,2017,6,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,1,554000
6/1/2017,2017,6,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,1,129200
6/1/2017,2017,6,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Passenger,Wide Body,Airbus,A333,1,407855
6/1/2017,2017,6,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,30,25860210
6/1/2017,2017,6,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,200,28439600
6/1/2017,2017,6,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,65,9509500
